obs_date,vintage_date,value
2012-03-01,2025-06-10,465
2012-03-01,2025-07-17,465
2012-03-01,2025-08-12,465
2012-03-01,2025-09-16,465
2012-04-01,2024-02-13,471
2012-04-01,2024-03-12,471
2012-04-01,2024-04-16,471
2012-04-01,2024-05-14,471
2012-04-01,2024-06-11,471
2012-04-01,2024-07-18,471
2012-04-01,2024-08-13,471
2012-04-01,2024-09-10,471
2012-04-01,2024-10-15,471
2012-04-01,2024-11-12,471
2012-04-01,2024-12-17,471
2012-04-01,2025-01-21,471
2012-04-01,2025-02-18,471
2012-04-01,2025-03-20,471
2012-04-01,2025-04-15,470
2012-04-01,2025-05-13,470
2012-04-01,2025-06-10,470
2012-04-01,2025-07-17,470
2012-04-01,2025-08-12,470
2012-04-01,2025-09-16,470
2012-05-01,2024-02-13,474
2012-05-01,2024-03-12,474
2012-05-01,2024-04-16,474
2012-05-01,2024-05-14,474
2012-05-01,2024-06-11,474
2012-05-01,2024-07-18,474
2012-05-01,2024-08-13,474
2012-05-01,2024-09-10,474
2012-05-01,2024-10-15,474
2012-05-01,2024-11-12,474
2012-05-01,2024-12-17,474
2012-05-01,2025-01-21,474
2012-05-01,2025-02-18,474
2012-05-01,2025-03-20,474
2012-05-01,2025-04-15,474
2012-05-01,2025-05-13,474
2012-05-01,2025-06-10,474
2012-05-01,2025-07-17,474
2012-05-01,2025-08-12,474
2012-05-01,2025-09-16,474
2012-06-01,2024-02-13,479
2012-06-01,2024-03-12,479
2012-06-01,2024-04-16,480
2012-06-01,2024-05-14,480
2012-06-01,2024-06-11,480
2012-06-01,2024-07-18,480
2012-06-01,2024-08-13,480
2012-06-01,2024-09-10,480
2012-06-01,2024-10-15,480
2012-06-01,2024-11-12,480
2012-06-01,2024-12-17,480
2012-06-01,2025-01-21,480
2012-06-01,2025-02-18,480
2012-06-01,2025-03-20,480
2012-06-01,2025-04-15,479
2012-06-01,2025-05-13,479
2012-06-01,2025-06-10,479
2012-06-01,2025-07-17,479
2012-06-01,2025-08-12,479
2012-06-01,2025-09-16,479
2012-07-01,2024-02-13,484
2012-07-01,2024-03-12,484
2012-07-01,2024-04-16,484
2012-07-01,2024-05-14,484
2012-07-01,2024-06-11,484
2012-07-01,2024-07-18,484
2012-07-01,2024-08-13,484
2012-07-01,2024-09-10,484
2012-07-01,2024-10-15,484
2012-07-01,2024-11-12,484
2012-07-01,2024-12-17,484
2012-07-01,2025-01-21,484
2012-07-01,2025-02-18,484
2012-07-01,2025-03-20,484
2012-07-01,2025-04-15,483
2012-07-01,2025-05-13,483
2012-07-01,2025-06-10,483
2012-07-01,2025-07-17,483
2012-07-01,2025-08-12,483
2012-07-01,2025-09-16,483
2012-08-01,2024-02-13,488
2012-08-01,2024-03-12,488
2012-08-01,2024-04-16,488
2012-08-01,2024-05-14,488
2012-08-01,2024-06-11,488
2012-08-01,2024-07-18,488
2012-08-01,2024-08-13,488
2012-08-01,2024-09-10,488
2012-08-01,2024-10-15,488
2012-08-01,2024-11-12,488
2012-08-01,2024-12-17,488
2012-08-01,2025-01-21,488
2012-08-01,2025-02-18,488
2012-08-01,2025-03-20,488
2012-08-01,2025-04-15,487
2012-08-01,2025-05-13,487
2012-08-01,2025-06-10,487
2012-08-01,2025-07-17,487
2012-08-01,2025-08-12,487
2012-08-01,2025-09-16,487
2012-09-01,2024-02-13,491
2012-09-01,2024-03-12,491
2012-09-01,2024-04-16,490
2012-09-01,2024-05-14,490
2012-09-01,2024-06-11,490
2012-09-01,2024-07-18,490
2012-09-01,2024-08-13,490
2012-09-01,2024-09-10,490
2012-09-01,2024-10-15,490
2012-09-01,2024-11-12,490
2012-09-01,2024-12-17,490
2012-09-01,2025-01-21,490
2012-09-01,2025-02-18,490
2012-09-01,2025-03-20,490
2012-09-01,2025-04-15,490
2012-09-01,2025-05-13,490
2012-09-01,2025-06-10,490
2012-09-01,2025-07-17,490
2012-09-01,2025-08-12,490
2012-09-01,2025-09-16,490
2012-10-01,2024-02-13,494
2012-10-01,2024-03-12,494
2012-10-01,2024-04-16,494
2012-10-01,2024-05-14,494
2012-10-01,2024-06-11,494
2012-10-01,2024-07-18,494
2012-10-01,2024-08-13,494
2012-10-01,2024-09-10,494
2012-10-01,2024-10-15,494
2012-10-01,2024-11-12,494
2012-10-01,2024-12-17,494
2012-10-01,2025-01-21,494
2012-10-01,2025-02-18,494
2012-10-01,2025-03-20,494
2012-10-01,2025-04-15,493
2012-10-01,2025-05-13,493
2012-10-01,2025-06-10,493
2012-10-01,2025-07-17,493
2012-10-01,2025-08-12,493
2012-10-01,2025-09-16,493
2012-11-01,2024-02-13,501
2012-11-01,2024-03-12,501
2012-11-01,2024-04-16,501
2012-11-01,2024-05-14,501
2012-11-01,2024-06-11,501
2012-11-01,2024-07-18,501
2012-11-01,2024-08-13,501
2012-11-01,2024-09-10,501
2012-11-01,2024-10-15,501
2012-11-01,2024-11-12,501
2012-11-01,2024-12-17,501
2012-11-01,2025-01-21,501
2012-11-01,2025-02-18,501
2012-11-01,2025-03-20,501
2012-11-01,2025-04-15,501
2012-11-01,2025-05-13,501
2012-11-01,2025-06-10,501
2012-11-01,2025-07-17,501
2012-11-01,2025-08-12,501
2012-11-01,2025-09-16,501
2012-12-01,2024-02-13,501
2012-12-01,2024-03-12,501
2012-12-01,2024-04-16,500
2012-12-01,2024-05-14,500
2012-12-01,2024-06-11,500
2012-12-01,2024-07-18,500
2012-12-01,2024-08-13,500
2012-12-01,2024-09-10,500
2012-12-01,2024-10-15,500
2012-12-01,2024-11-12,500
2012-12-01,2024-12-17,500
2012-12-01,2025-01-21,500
2012-12-01,2025-02-18,500
2012-12-01,2025-03-20,500
2012-12-01,2025-04-15,503
2012-12-01,2025-05-13,503
2012-12-01,2025-06-10,503
2012-12-01,2025-07-17,503
2012-12-01,2025-08-12,503
2012-12-01,2025-09-16,503
2013-01-01,2024-02-13,504
2013-01-01,2024-03-12,504
2013-01-01,2024-04-16,505
2013-01-01,2024-05-14,505
2013-01-01,2024-06-11,505
2013-01-01,2024-07-18,505
2013-01-01,2024-08-13,505
2013-01-01,2024-09-10,505
2013-01-01,2024-10-15,505
2013-01-01,2024-11-12,505
2013-01-01,2024-12-17,505
2013-01-01,2025-01-21,505
2013-01-01,2025-02-18,505
2013-01-01,2025-03-20,505
2013-01-01,2025-04-15,505
2013-01-01,2025-05-13,505
2013-01-01,2025-06-10,505
2013-01-01,2025-07-17,505
2013-01-01,2025-08-12,505
2013-01-01,2025-09-16,505
2013-02-01,2024-02-13,504
2013-02-01,2024-03-12,504
2013-02-01,2024-04-16,504
2013-02-01,2024-05-14,504
2013-02-01,2024-06-11,504
2013-02-01,2024-07-18,504
2013-02-01,2024-08-13,504
2013-02-01,2024-09-10,504
2013-02-01,2024-10-15,504
2013-02-01,2024-11-12,504
2013-02-01,2024-12-17,504
2013-02-01,2025-01-21,504
2013-02-01,2025-02-18,504
2013-02-01,2025-03-20,504
2013-02-01,2025-04-15,506
2013-02-01,2025-05-13,506
2013-02-01,2025-06-10,506
2013-02-01,2025-07-17,506
2013-02-01,2025-08-12,506
2013-02-01,2025-09-16,506
2013-03-01,2024-02-13,516
2013-03-01,2024-03-12,516
2013-03-01,2024-04-16,516
2013-03-01,2024-05-14,516
2013-03-01,2024-06-11,516
2013-03-01,2024-07-18,516
2013-03-01,2024-08-13,516
2013-03-01,2024-09-10,516
2013-03-01,2024-10-15,516
2013-03-01,2024-11-12,516
2013-03-01,2024-12-17,516
2013-03-01,2025-01-21,516
2013-03-01,2025-02-18,516
2013-03-01,2025-03-20,516
2013-03-01,2025-04-15,515
2013-03-01,2025-05-13,515
2013-03-01,2025-06-10,515
2013-03-01,2025-07-17,515
2013-03-01,2025-08-12,515
2013-03-01,2025-09-16,515
2013-04-01,2024-02-13,522
2013-04-01,2024-03-12,522
2013-04-01,2024-04-16,523
2013-04-01,2024-05-14,523
2013-04-01,2024-06-11,523
2013-04-01,2024-07-18,523
2013-04-01,2024-08-13,523
2013-04-01,2024-09-10,523
2013-04-01,2024-10-15,523
2013-04-01,2024-11-12,523
2013-04-01,2024-12-17,523
2013-04-01,2025-01-21,523
2013-04-01,2025-02-18,523
2013-04-01,2025-03-20,523
2013-04-01,2025-04-15,522
2013-04-01,2025-05-13,522
2013-04-01,2025-06-10,522
2013-04-01,2025-07-17,522
2013-04-01,2025-08-12,522
2013-04-01,2025-09-16,522
2013-05-01,2024-02-13,533
2013-05-01,2024-03-12,533
2013-05-01,2024-04-16,534
2013-05-01,2024-05-14,534
2013-05-01,2024-06-11,534
2013-05-01,2024-07-18,534
2013-05-01,2024-08-13,534
2013-05-01,2024-09-10,534
2013-05-01,2024-10-15,534
2013-05-01,2024-11-12,534
2013-05-01,2024-12-17,534
2013-05-01,2025-01-21,534
2013-05-01,2025-02-18,534
2013-05-01,2025-03-20,534
2013-05-01,2025-04-15,533
2013-05-01,2025-05-13,533
2013-05-01,2025-06-10,533
2013-05-01,2025-07-17,533
2013-05-01,2025-08-12,533
2013-05-01,2025-09-16,533
2013-06-01,2024-02-13,540
2013-06-01,2024-03-12,540
2013-06-01,2024-04-16,540
2013-06-01,2024-05-14,540
2013-06-01,2024-06-11,540
2013-06-01,2024-07-18,540
2013-06-01,2024-08-13,540
2013-06-01,2024-09-10,540
2013-06-01,2024-10-15,540
2013-06-01,2024-11-12,540
2013-06-01,2024-12-17,540
2013-06-01,2025-01-21,540
2013-06-01,2025-02-18,540
2013-06-01,2025-03-20,540
2013-06-01,2025-04-15,539
2013-06-01,2025-05-13,539
2013-06-01,2025-06-10,539
2013-06-01,2025-07-17,539
2013-06-01,2025-08-12,539
2013-06-01,2025-09-16,539
2013-07-01,2024-02-13,536
2013-07-01,2024-03-12,536
2013-07-01,2024-04-16,536
2013-07-01,2024-05-14,536
2013-07-01,2024-06-11,536
2013-07-01,2024-07-18,536
2013-07-01,2024-08-13,536
2013-07-01,2024-09-10,536
2013-07-01,2024-10-15,536
2013-07-01,2024-11-12,536
2013-07-01,2024-12-17,536
2013-07-01,2025-01-21,536
2013-07-01,2025-02-18,536
2013-07-01,2025-03-20,536
2013-07-01,2025-04-15,536
2013-07-01,2025-05-13,536
2013-07-01,2025-06-10,536
2013-07-01,2025-07-17,536
2013-07-01,2025-08-12,536
2013-07-01,2025-09-16,536
2013-08-01,2024-02-13,548
2013-08-01,2024-03-12,548
2013-08-01,2024-04-16,548
2013-08-01,2024-05-14,548
2013-08-01,2024-06-11,548
2013-08-01,2024-07-18,548
2013-08-01,2024-08-13,548
2013-08-01,2024-09-10,548
2013-08-01,2024-10-15,548
2013-08-01,2024-11-12,548
2013-08-01,2024-12-17,548
2013-08-01,2025-01-21,548
2013-08-01,2025-02-18,548
2013-08-01,2025-03-20,548
2013-08-01,2025-04-15,547
2013-08-01,2025-05-13,547
2013-08-01,2025-06-10,547
2013-08-01,2025-07-17,547
2013-08-01,2025-08-12,547
2013-08-01,2025-09-16,547
2013-09-01,2024-02-13,553
2013-09-01,2024-03-12,553
2013-09-01,2024-04-16,552
2013-09-01,2024-05-14,552
2013-09-01,2024-06-11,552
2013-09-01,2024-07-18,552
2013-09-01,2024-08-13,552
2013-09-01,2024-09-10,552
2013-09-01,2024-10-15,552
2013-09-01,2024-11-12,552
2013-09-01,2024-12-17,552
2013-09-01,2025-01-21,552
2013-09-01,2025-02-18,552
2013-09-01,2025-03-20,552
2013-09-01,2025-04-15,552
2013-09-01,2025-05-13,552
2013-09-01,2025-06-10,552
2013-09-01,2025-07-17,552
2013-09-01,2025-08-12,552
2013-09-01,2025-09-16,552
2013-10-01,2024-02-13,533
2013-10-01,2024-03-12,533
2013-10-01,2024-04-16,567
2013-10-01,2024-05-14,533
2013-10-01,2024-06-11,533
2013-10-01,2024-07-18,533
2013-10-01,2024-08-13,533
2013-10-01,2024-09-10,533
2013-10-01,2024-10-15,533
2013-10-01,2024-11-12,533
2013-10-01,2024-12-17,533
2013-10-01,2025-01-21,533
2013-10-01,2025-02-18,567
2013-10-01,2025-03-20,567
2013-10-01,2025-04-15,567
2013-10-01,2025-05-13,567
2013-10-01,2025-06-10,567
2013-10-01,2025-07-17,533
2013-10-01,2025-08-12,533
2013-10-01,2025-09-16,533
2013-11-01,2024-02-13,573
2013-11-01,2024-03-12,573
2013-11-01,2024-04-16,572
2013-11-01,2024-05-14,572
2013-11-01,2024-06-11,572
2013-11-01,2024-07-18,572
2013-11-01,2024-08-13,572
2013-11-01,2024-09-10,572
2013-11-01,2024-10-15,572
2013-11-01,2024-11-12,572
2013-11-01,2024-12-17,572
2013-11-01,2025-01-21,572
2013-11-01,2025-02-18,572
2013-11-01,2025-03-20,572
2013-11-01,2025-04-15,573
2013-11-01,2025-05-13,573
2013-11-01,2025-06-10,573
2013-11-01,2025-07-17,573
2013-11-01,2025-08-12,573
2013-11-01,2025-09-16,573
2013-12-01,2024-02-13,581
2013-12-01,2024-03-12,581
2013-12-01,2024-04-16,581
2013-12-01,2024-05-14,581
2013-12-01,2024-06-11,581
2013-12-01,2024-07-18,581
2013-12-01,2024-08-13,581
2013-12-01,2024-09-10,581
2013-12-01,2024-10-15,581
2013-12-01,2024-11-12,581
2013-12-01,2024-12-17,581
2013-12-01,2025-01-21,581
2013-12-01,2025-02-18,581
2013-12-01,2025-03-20,581
2013-12-01,2025-04-15,584
2013-12-01,2025-05-13,584
2013-12-01,2025-06-10,584
2013-12-01,2025-07-17,584
2013-12-01,2025-08-12,584
2013-12-01,2025-09-16,584
2014-01-01,2024-02-13,595
2014-01-01,2024-03-12,595
2014-01-01,2024-04-16,595
2014-01-01,2024-05-14,595
2014-01-01,2024-06-11,595
2014-01-01,2024-07-18,595
2014-01-01,2024-08-13,595
2014-01-01,2024-09-10,595
2014-01-01,2024-10-15,595
2014-01-01,2024-11-12,595
2014-01-01,2024-12-17,595
2014-01-01,2025-01-21,595
2014-01-01,2025-02-18,595
2014-01-01,2025-03-20,595
2014-01-01,2025-04-15,596
2014-01-01,2025-05-13,596
2014-01-01,2025-06-10,596
2014-01-01,2025-07-17,596
2014-01-01,2025-08-12,596
2014-01-01,2025-09-16,596
2014-02-01,2024-02-13,615
2014-02-01,2024-03-12,615
2014-02-01,2024-04-16,616
2014-02-01,2024-05-14,616
2014-02-01,2024-06-11,616
2014-02-01,2024-07-18,616
2014-02-01,2024-08-13,616
2014-02-01,2024-09-10,616
2014-02-01,2024-10-15,616
2014-02-01,2024-11-12,616
2014-02-01,2024-12-17,616
2014-02-01,2025-01-21,616
2014-02-01,2025-02-18,616
2014-02-01,2025-03-20,616
2014-02-01,2025-04-15,616
2014-02-01,2025-05-13,616
2014-02-01,2025-06-10,616
2014-02-01,2025-07-17,616
2014-02-01,2025-08-12,616
2014-02-01,2025-09-16,616
2014-03-01,2024-02-13,637
2014-03-01,2024-03-12,637
2014-03-01,2024-04-16,638
2014-03-01,2024-05-14,638
2014-03-01,2024-06-11,638
2014-03-01,2024-07-18,638
2014-03-01,2024-08-13,638
2014-03-01,2024-09-10,638
2014-03-01,2024-10-15,638
2014-03-01,2024-11-12,638
2014-03-01,2024-12-17,638
2014-03-01,2025-01-21,638
2014-03-01,2025-02-18,638
2014-03-01,2025-03-20,638
2014-03-01,2025-04-15,639
2014-03-01,2025-05-13,639
2014-03-01,2025-06-10,639
2014-03-01,2025-07-17,639
2014-03-01,2025-08-12,639
2014-03-01,2025-09-16,639
2014-04-01,2024-02-13,653
2014-04-01,2024-03-12,653
2014-04-01,2024-04-16,654
2014-04-01,2024-05-14,654
2014-04-01,2024-06-11,654
2014-04-01,2024-07-18,654
2014-04-01,2024-08-13,654
2014-04-01,2024-09-10,654
2014-04-01,2024-10-15,654
2014-04-01,2024-11-12,654
2014-04-01,2024-12-17,654
2014-04-01,2025-01-21,654
2014-04-01,2025-02-18,654
2014-04-01,2025-03-20,654
2014-04-01,2025-04-15,653
2014-04-01,2025-05-13,653
2014-04-01,2025-06-10,653
2014-04-01,2025-07-17,653
2014-04-01,2025-08-12,653
2014-04-01,2025-09-16,653
2014-05-01,2024-02-13,662
2014-05-01,2024-03-12,662
2014-05-01,2024-04-16,663
2014-05-01,2024-05-14,663
2014-05-01,2024-06-11,663
2014-05-01,2024-07-18,663
2014-05-01,2024-08-13,663
2014-05-01,2024-09-10,663
2014-05-01,2024-10-15,663
2014-05-01,2024-11-12,663
2014-05-01,2024-12-17,663
2014-05-01,2025-01-21,663
2014-05-01,2025-02-18,663
2014-05-01,2025-03-20,663
2014-05-01,2025-04-15,661
2014-05-01,2025-05-13,661
2014-05-01,2025-06-10,661
2014-05-01,2025-07-17,661
2014-05-01,2025-08-12,661
2014-05-01,2025-09-16,661
2014-06-01,2024-02-13,670
2014-06-01,2024-03-12,670
2014-06-01,2024-04-16,670
2014-06-01,2024-05-14,670
2014-06-01,2024-06-11,670
2014-06-01,2024-07-18,670
2014-06-01,2024-08-13,670
2014-06-01,2024-09-10,670
2014-06-01,2024-10-15,670
2014-06-01,2024-11-12,670
2014-06-01,2024-12-17,670
2014-06-01,2025-01-21,670
2014-06-01,2025-02-18,670
2014-06-01,2025-03-20,670
2014-06-01,2025-04-15,669
2014-06-01,2025-05-13,669
2014-06-01,2025-06-10,669
2014-06-01,2025-07-17,669
2014-06-01,2025-08-12,669
2014-06-01,2025-09-16,669
2014-07-01,2024-02-13,682
2014-07-01,2024-03-12,682
2014-07-01,2024-04-16,681
2014-07-01,2024-05-14,681
2014-07-01,2024-06-11,681
2014-07-01,2024-07-18,681
2014-07-01,2024-08-13,681
2014-07-01,2024-09-10,681
2014-07-01,2024-10-15,681
2014-07-01,2024-11-12,681
2014-07-01,2024-12-17,681
2014-07-01,2025-01-21,681
2014-07-01,2025-02-18,681
2014-07-01,2025-03-20,681
2014-07-01,2025-04-15,681
2014-07-01,2025-05-13,681
2014-07-01,2025-06-10,681
2014-07-01,2025-07-17,681
2014-07-01,2025-08-12,681
2014-07-01,2025-09-16,681
2014-08-01,2024-02-13,687
2014-08-01,2024-03-12,687
2014-08-01,2024-04-16,687
2014-08-01,2024-05-14,687
2014-08-01,2024-06-11,687
2014-08-01,2024-07-18,687
2014-08-01,2024-08-13,687
2014-08-01,2024-09-10,687
2014-08-01,2024-10-15,687
2014-08-01,2024-11-12,687
2014-08-01,2024-12-17,687
2014-08-01,2025-01-21,687
2014-08-01,2025-02-18,687
2014-08-01,2025-03-20,687
2014-08-01,2025-04-15,686
2014-08-01,2025-05-13,686
2014-08-01,2025-06-10,686
2014-08-01,2025-07-17,686
2014-08-01,2025-08-12,686
2014-08-01,2025-09-16,686
2014-09-01,2024-02-13,703
2014-09-01,2024-03-12,703
2014-09-01,2024-04-16,702
2014-09-01,2024-05-14,702
2014-09-01,2024-06-11,702
2014-09-01,2024-07-18,702
2014-09-01,2024-08-13,702
2014-09-01,2024-09-10,702
2014-09-01,2024-10-15,702
2014-09-01,2024-11-12,702
2014-09-01,2024-12-17,702
2014-09-01,2025-01-21,702
2014-09-01,2025-02-18,702
2014-09-01,2025-03-20,702
2014-09-01,2025-04-15,702
2014-09-01,2025-05-13,702
2014-09-01,2025-06-10,702
2014-09-01,2025-07-17,702
2014-09-01,2025-08-12,702
2014-09-01,2025-09-16,702
2014-10-01,2024-02-13,704
2014-10-01,2024-03-12,704
2014-10-01,2024-04-16,703
2014-10-01,2024-05-14,703
2014-10-01,2024-06-11,703
2014-10-01,2024-07-18,703
2014-10-01,2024-08-13,703
2014-10-01,2024-09-10,658
2014-10-01,2024-10-15,658
2014-10-01,2024-11-12,658
2014-10-01,2024-12-17,658
2014-10-01,2025-01-21,658
2014-10-01,2025-02-18,658
2014-10-01,2025-03-20,658
2014-10-01,2025-04-15,658
2014-10-01,2025-05-13,658
2014-10-01,2025-06-10,658
2014-10-01,2025-07-17,658
2014-10-01,2025-08-12,658
2014-10-01,2025-09-16,658
2014-11-01,2024-02-13,708
2014-11-01,2024-03-12,708
2014-11-01,2024-04-16,707
2014-11-01,2024-05-14,707
2014-11-01,2024-06-11,707
2014-11-01,2024-07-18,707
2014-11-01,2024-08-13,707
2014-11-01,2024-09-10,707
2014-11-01,2024-10-15,707
2014-11-01,2024-11-12,707
2014-11-01,2024-12-17,707
2014-11-01,2025-01-21,707
2014-11-01,2025-02-18,707
2014-11-01,2025-03-20,707
2014-11-01,2025-04-15,708
2014-11-01,2025-05-13,708
2014-11-01,2025-06-10,708
2014-11-01,2025-07-17,708
2014-11-01,2025-08-12,708
2014-11-01,2025-09-16,708
2014-12-01,2024-02-13,708
2014-12-01,2024-03-12,708
2014-12-01,2024-04-16,708
2014-12-01,2024-05-14,708
2014-12-01,2024-06-11,708
2014-12-01,2024-07-18,708
2014-12-01,2024-08-13,708
2014-12-01,2024-09-10,708
2014-12-01,2024-10-15,708
2014-12-01,2024-11-12,708
2014-12-01,2024-12-17,708
2014-12-01,2025-01-21,708
2014-12-01,2025-02-18,708
2014-12-01,2025-03-20,708
2014-12-01,2025-04-15,712
2014-12-01,2025-05-13,712
2014-12-01,2025-06-10,712
2014-12-01,2025-07-17,712
2014-12-01,2025-08-12,712
2014-12-01,2025-09-16,712
2015-01-01,2024-02-13,719
2015-01-01,2024-03-12,719
2015-01-01,2024-04-16,720
2015-01-01,2024-05-14,720
2015-01-01,2024-06-11,720
2015-01-01,2024-07-18,720
2015-01-01,2024-08-13,720
2015-01-01,2024-09-10,720
2015-01-01,2024-10-15,720
2015-01-01,2024-11-12,720
2015-01-01,2024-12-17,720
2015-01-01,2025-01-21,720
2015-01-01,2025-02-18,720
2015-01-01,2025-03-20,720
2015-01-01,2025-04-15,722
2015-01-01,2025-05-13,722
2015-01-01,2025-06-10,722
2015-01-01,2025-07-17,722
2015-01-01,2025-08-12,722
2015-01-01,2025-09-16,722
2015-02-01,2024-02-13,727
2015-02-01,2024-03-12,727
2015-02-01,2024-04-16,729
2015-02-01,2024-05-14,729
2015-02-01,2024-06-11,729
2015-02-01,2024-07-18,729
2015-02-01,2024-08-13,729
2015-02-01,2024-09-10,729
2015-02-01,2024-10-15,729
2015-02-01,2024-11-12,729
2015-02-01,2024-12-17,729
2015-02-01,2025-01-21,729
2015-02-01,2025-02-18,729
2015-02-01,2025-03-20,729
2015-02-01,2025-04-15,730
2015-02-01,2025-05-13,730
2015-02-01,2025-06-10,730
2015-02-01,2025-07-17,730
2015-02-01,2025-08-12,730
2015-02-01,2025-09-16,730
2015-03-01,2024-02-13,727
2015-03-01,2024-03-12,727
2015-03-01,2024-04-16,728
2015-03-01,2024-05-14,728
2015-03-01,2024-06-11,728
2015-03-01,2024-07-18,728
2015-03-01,2024-08-13,728
2015-03-01,2024-09-10,728
2015-03-01,2024-10-15,728
2015-03-01,2024-11-12,728
2015-03-01,2024-12-17,728
2015-03-01,2025-01-21,728
2015-03-01,2025-02-18,728
2015-03-01,2025-03-20,728
2015-03-01,2025-04-15,726
2015-03-01,2025-05-13,726
2015-03-01,2025-06-10,726
2015-03-01,2025-07-17,726
2015-03-01,2025-08-12,726
2015-03-01,2025-09-16,726
2015-04-01,2024-02-13,727
2015-04-01,2024-03-12,727
2015-04-01,2024-04-16,728
2015-04-01,2024-05-14,728
2015-04-01,2024-06-11,728
2015-04-01,2024-07-18,728
2015-04-01,2024-08-13,728
2015-04-01,2024-09-10,728
2015-04-01,2024-10-15,728
2015-04-01,2024-11-12,728
2015-04-01,2024-12-17,728
2015-04-01,2025-01-21,728
2015-04-01,2025-02-18,728
2015-04-01,2025-03-20,728
2015-04-01,2025-04-15,727
2015-04-01,2025-05-13,727
2015-04-01,2025-06-10,727
2015-04-01,2025-07-17,727
2015-04-01,2025-08-12,727
2015-04-01,2025-09-16,727
2015-05-01,2024-02-13,732
2015-05-01,2024-03-12,732
2015-05-01,2024-04-16,732
2015-05-01,2024-05-14,732
2015-05-01,2024-06-11,732
2015-05-01,2024-07-18,732
2015-05-01,2024-08-13,732
2015-05-01,2024-09-10,732
2015-05-01,2024-10-15,732
2015-05-01,2024-11-12,732
2015-05-01,2024-12-17,732
2015-05-01,2025-01-21,732
2015-05-01,2025-02-18,732
2015-05-01,2025-03-20,732
2015-05-01,2025-04-15,730
2015-05-01,2025-05-13,730
2015-05-01,2025-06-10,730
2015-05-01,2025-07-17,730
2015-05-01,2025-08-12,730
2015-05-01,2025-09-16,730
2015-06-01,2024-02-13,742
2015-06-01,2024-03-12,742
2015-06-01,2024-04-16,742
2015-06-01,2024-05-14,742
2015-06-01,2024-06-11,742
2015-06-01,2024-07-18,742
2015-06-01,2024-08-13,742
2015-06-01,2024-09-10,742
2015-06-01,2024-10-15,742
2015-06-01,2024-11-12,742
2015-06-01,2024-12-17,742
2015-06-01,2025-01-21,742
2015-06-01,2025-02-18,742
2015-06-01,2025-03-20,742
2015-06-01,2025-04-15,741
2015-06-01,2025-05-13,741
2015-06-01,2025-06-10,741
2015-06-01,2025-07-17,741
2015-06-01,2025-08-12,741
2015-06-01,2025-09-16,741
2015-07-01,2024-02-13,743
2015-07-01,2024-03-12,743
2015-07-01,2024-04-16,742
2015-07-01,2024-05-14,742
2015-07-01,2024-06-11,742
2015-07-01,2024-07-18,742
2015-07-01,2024-08-13,742
2015-07-01,2024-09-10,742
2015-07-01,2024-10-15,742
2015-07-01,2024-11-12,742
2015-07-01,2024-12-17,742
2015-07-01,2025-01-21,742
2015-07-01,2025-02-18,742
2015-07-01,2025-03-20,742
2015-07-01,2025-04-15,742
2015-07-01,2025-05-13,742
2015-07-01,2025-06-10,742
2015-07-01,2025-07-17,742
2015-07-01,2025-08-12,742
2015-07-01,2025-09-16,742
2015-08-01,2024-02-13,742
2015-08-01,2024-03-12,742
2015-08-01,2024-04-16,742
2015-08-01,2024-05-14,742
2015-08-01,2024-06-11,742
2015-08-01,2024-07-18,742
2015-08-01,2024-08-13,742
2015-08-01,2024-09-10,742
2015-08-01,2024-10-15,742
2015-08-01,2024-11-12,742
2015-08-01,2024-12-17,742
2015-08-01,2025-01-21,742
2015-08-01,2025-02-18,742
2015-08-01,2025-03-20,742
2015-08-01,2025-04-15,741
2015-08-01,2025-05-13,741
2015-08-01,2025-06-10,741
2015-08-01,2025-07-17,741
2015-08-01,2025-08-12,741
2015-08-01,2025-09-16,741
2015-09-01,2024-02-13,743
2015-09-01,2024-03-12,743
2015-09-01,2024-04-16,741
2015-09-01,2024-05-14,741
2015-09-01,2024-06-11,741
2015-09-01,2024-07-18,741
2015-09-01,2024-08-13,741
2015-09-01,2024-09-10,741
2015-09-01,2024-10-15,741
2015-09-01,2024-11-12,741
2015-09-01,2024-12-17,741
2015-09-01,2025-01-21,741
2015-09-01,2025-02-18,741
2015-09-01,2025-03-20,741
2015-09-01,2025-04-15,741
2015-09-01,2025-05-13,741
2015-09-01,2025-06-10,741
2015-09-01,2025-07-17,741
2015-09-01,2025-08-12,741
2015-09-01,2025-09-16,741
2015-10-01,2024-02-13,743
2015-10-01,2024-03-12,743
2015-10-01,2024-04-16,742
2015-10-01,2024-05-14,742
2015-10-01,2024-06-11,742
2015-10-01,2024-07-18,742
2015-10-01,2024-08-13,742
2015-10-01,2024-09-10,742
2015-10-01,2024-10-15,742
2015-10-01,2024-11-12,742
2015-10-01,2024-12-17,742
2015-10-01,2025-01-21,742
2015-10-01,2025-02-18,742
2015-10-01,2025-03-20,742
2015-10-01,2025-04-15,741
2015-10-01,2025-05-13,741
2015-10-01,2025-06-10,741
2015-10-01,2025-07-17,741
2015-10-01,2025-08-12,741
2015-10-01,2025-09-16,741
2015-11-01,2024-02-13,745
2015-11-01,2024-03-12,745
2015-11-01,2024-04-16,743
2015-11-01,2024-05-14,743
2015-11-01,2024-06-11,743
2015-11-01,2024-07-18,743
2015-11-01,2024-08-13,743
2015-11-01,2024-09-10,743
2015-11-01,2024-10-15,743
2015-11-01,2024-11-12,743
